scenario,tx_idx,split,requested_users,kept_users,discarded_users,discard_ratio,history_len,los_users,nlos_users,los_ratio,nlos_ratio,avg_unique_beams,min_unique_beams,max_unique_beams,constant_histories,constant_history_ratio,avg_majority_share,direction_counts
city_89_nairobi_3p5,0,train,85352,85352,0,0.0,23,76875,8477,0.9006818820882931,0.09931811791170682,4.712355890898866,1,16,2687,0.031481394694910486,0.5251291836975879,"{'left': 77670, 'right': 7682}"
city_89_nairobi_3p5,0,val,21355,21355,0,0.0,23,19181,2174,0.8981971435261062,0.1018028564738937,7.931491453992039,1,18,20,0.0009365488176071178,0.30957213970865194,"{'down': 6, 'left': 13673, 'right': 7676}"
city_89_nairobi_3p5,1,train,85354,85354,0,0.0,23,51048,34306,0.5980739039763807,0.4019260960236193,3.6678187314009887,1,16,16785,0.19665159219251588,0.6561970555364819,"{'left': 77672, 'right': 7682}"
city_89_nairobi_3p5,1,val,21337,21337,0,0.0,23,12730,8607,0.5966162065894924,0.40338379341050756,5.081361016075362,1,15,1564,0.07329990157941604,0.5314161356777674,"{'down': 5, 'left': 13655, 'right': 7674, 'up': 3}"
city_89_nairobi_3p5,2,train,85372,85372,0,0.0,23,77045,8327,0.902462165581221,0.09753783441877899,2.875755517031345,1,16,9756,0.11427634353183713,0.674237454903247,"{'left': 77690, 'right': 7682}"
city_89_nairobi_3p5,2,val,21334,21334,0,0.0,23,19245,2089,0.90208118496297,0.0979188150370301,4.746273553951439,1,15,421,0.0197337583200525,0.45840075649809864,"{'down': 12, 'left': 13652, 'right': 7664, 'up': 6}"
city_91_xiangyang_3p5,0,train,49848,49848,0,0.0,23,2094,47754,0.04200770341839191,0.9579922965816081,5.965515166104959,1,17,1953,0.03917910447761194,0.47294558065213904,"{'left': 42097, 'right': 7751}"
city_91_xiangyang_3p5,0,val,12361,12117,244,0.019739503276433947,23,523,11594,0.04316249896839151,0.9568375010316085,8.211521003548734,1,17,16,0.0013204588594536602,0.3384429350068714,"{'down': 1642, 'left': 4668, 'right': 4398, 'up': 1409}"
city_91_xiangyang_3p5,1,train,47945,47945,0,0.0,23,1980,45965,0.04129731984565648,0.9587026801543436,6.129565126707686,1,16,709,0.014787777661904266,0.48843738522854546,"{'down': 34, 'left': 40194, 'right': 7717}"
city_91_xiangyang_3p5,1,val,11918,11566,352,0.02953515690552106,23,474,11092,0.0409821891751686,0.9590178108248314,8.818087497838492,2,16,0,0.0,0.3527355291747175,"{'down': 2253, 'left': 4403, 'right': 4133, 'up': 777}"
city_91_xiangyang_3p5,2,train,49277,49277,0,0.0,23,10712,38565,0.21738336343527406,0.7826166365647259,6.156401566653814,1,16,989,0.02007021531343223,0.4564436534903399,"{'left': 41526, 'right': 7751}"
city_91_xiangyang_3p5,2,val,12211,11948,263,0.02153795757923184,23,2697,9251,0.22572815533980584,0.7742718446601942,8.601858051556746,2,18,0,0.0,0.34066825810395773,"{'down': 2378, 'left': 4575, 'right': 4271, 'up': 724}"
city_92_sãopaulo_3p5,0,train,54448,54448,0,0.0,23,32432,22016,0.5956508962679988,0.40434910373200117,5.220357037907728,1,18,186,0.003416103438142815,0.48381303581239066,"{'left': 46697, 'right': 7751}"
city_92_sãopaulo_3p5,0,val,13649,13584,65,0.004762253644955674,23,8166,5418,0.601148409893993,0.39885159010600707,7.95325382803298,2,17,0,0.0,0.30018371997746707,"{'down': 1758, 'left': 5971, 'right': 5337, 'up': 518}"
city_92_sãopaulo_3p5,1,train,54031,54031,0,0.0,23,33145,20886,0.6134441339231183,0.3865558660768818,5.614721178582665,1,15,198,0.0036645629360922433,0.44280457354192,"{'left': 46280, 'right': 7751}"
city_92_sãopaulo_3p5,1,val,13472,13382,90,0.006680522565320665,23,8259,5123,0.6171723210282469,0.3828276789717531,8.654162307577343,2,17,0,0.0,0.29899345649249803,"{'down': 1699, 'left': 5774, 'right': 5244, 'up': 665}"
city_92_sãopaulo_3p5,2,train,50021,50021,0,0.0,23,3756,46265,0.07508846284560484,0.9249115371543951,4.231602726854721,1,15,2106,0.042102317026848725,0.6252756450986237,"{'left': 42270, 'right': 7751}"
city_92_sãopaulo_3p5,2,val,12415,12292,123,0.0099073701167942,23,847,11445,0.06890660592255125,0.9310933940774487,5.055645948584445,1,15,17,0.0013830133420110642,0.5721466064884903,"{'down': 2343, 'left': 4963, 'right': 4456, 'up': 530}"
boston5g_3p5,0,train,2459,1968,491,0.19967466449776333,23,0,1968,0.0,1.0,3.247967479674797,2,6,0,0.0,0.655399434429127,"{'left': 1135, 'right': 769, 'up': 64}"
boston5g_3p5,0,val,621,14,607,0.9774557165861514,23,0,14,0.0,1.0,4.0,4,4,0,0.0,0.5496894409937888,"{'left': 7, 'right': 7}"
boston5g_3p5,1,train,82423,82423,0,0.0,23,32305,50118,0.39194156970748456,0.6080584302925154,4.444536112492872,1,11,914,0.01108913774067918,0.5148314975399966,"{'down': 145, 'left': 63770, 'right': 18505, 'up': 3}"
boston5g_3p5,1,val,20494,18095,2399,0.1170586513125793,23,8040,10055,0.44432163581099754,0.5556783641890025,6.445040066316662,1,16,150,0.008289582757667864,0.4211492485313022,"{'down': 5002, 'left': 4744, 'right': 4066, 'up': 4283}"
city_86_ankara_3p5,0,train,56685,56685,0,0.0,23,22380,34305,0.3948134427097116,0.6051865572902885,4.852024345064832,1,15,1034,0.018241157272647086,0.5418080851080149,"{'left': 49003, 'right': 7682}"
city_86_ankara_3p5,0,val,14170,14164,6,0.0004234297812279464,23,5514,8650,0.3892968088110703,0.6107031911889297,7.008895792149111,1,17,2,0.0001412030499858797,0.41543472121606523,"{'down': 854, 'left': 6496, 'right': 5874, 'up': 940}"
city_86_ankara_3p5,1,train,21051,21051,0,0.0,23,257,20794,0.01220844615457698,0.987791553845423,3.4604056814403115,1,13,935,0.044415942235523254,0.77641462865546,"{'down': 58, 'left': 17107, 'right': 3881, 'up': 5}"
city_86_ankara_3p5,1,val,5291,3800,1491,0.2817992817992818,23,70,3730,0.018421052631578946,0.9815789473684211,3.203157894736842,1,9,146,0.038421052631578946,0.8098512585812356,"{'down': 352, 'left': 1547, 'right': 1529, 'up': 372}"
city_86_ankara_3p5,2,train,56701,56701,0,0.0,23,14337,42364,0.2528526833741909,0.747147316625809,4.1687271829421,1,14,5944,0.10483060263487416,0.6165001307392017,"{'left': 49019, 'right': 7682}"
city_86_ankara_3p5,2,val,14152,14140,12,0.0008479366873940079,23,3610,10530,0.2553041018387553,0.7446958981612447,5.574611032531824,1,13,281,0.019872701555869874,0.49767541971588464,"{'down': 836, 'left': 6473, 'right': 5880, 'up': 951}"
city_84_baoding_3p5,0,train,49375,49375,0,0.0,23,35993,13382,0.7289721518987342,0.27102784810126584,4.6318987341772155,1,16,316,0.0064,0.508211777655476,"{'left': 41785, 'right': 7590}"
city_84_baoding_3p5,0,val,12317,12284,33,0.002679223836973289,23,8893,3391,0.7239498534679257,0.27605014653207427,7.194399218495604,2,17,0,0.0,0.35135489077343457,"{'down': 2885, 'left': 4730, 'right': 4186, 'up': 483}"
city_84_baoding_3p5,1,train,49380,49380,0,0.0,23,42641,6739,0.8635277440259215,0.13647225597407858,4.253280680437424,1,15,1087,0.022012960712839206,0.5218201348900275,"{'left': 41790, 'right': 7590}"
city_84_baoding_3p5,1,val,12312,12292,20,0.0016244314489928524,23,10528,1764,0.856492027334852,0.14350797266514806,6.98625122030589,1,17,17,0.0013830133420110642,0.36564962718770777,"{'down': 2677, 'left': 4728, 'right': 4278, 'up': 609}"
city_84_baoding_3p5,2,train,49335,49335,0,0.0,23,23603,25732,0.4784230262491132,0.5215769737508867,3.736434579912841,1,16,1943,0.03938380460119591,0.5882718415799701,"{'left': 41745, 'right': 7590}"
city_84_baoding_3p5,2,val,12357,12343,14,0.0011329610746945052,23,5911,6432,0.47889492019768287,0.5211050798023171,5.239325933727619,1,16,7,0.0005671230657052581,0.46796811429819396,"{'down': 2768, 'left': 4775, 'right': 4275, 'up': 525}"
city_95_delhi_3p5,0,train,75984,75984,0,0.0,23,70734,5250,0.9309065066329754,0.06909349336702464,3.4651505580122133,1,15,3453,0.04544377763739735,0.5877661887628517,"{'left': 68187, 'right': 7797}"
city_95_delhi_3p5,0,val,18997,18997,0,0.0,23,17632,1365,0.9281465494551772,0.07185345054482287,6.968573985366111,1,17,65,0.003421592883086803,0.3329267092515752,"{'down': 22, 'left': 11200, 'right': 7705, 'up': 70}"
city_95_delhi_3p5,1,train,75967,75967,0,0.0,23,63932,12035,0.8415759474508668,0.15842405254913317,5.982900469940895,1,17,947,0.0124659391577922,0.436496167386182,"{'left': 68170, 'right': 7797}"
city_95_delhi_3p5,1,val,19014,19014,0,0.0,23,15927,3087,0.8376459450930893,0.1623540549069107,8.247975176185967,2,17,0,0.0,0.30195370916624364,"{'down': 19, 'left': 11217, 'right': 7670, 'up': 108}"
city_95_delhi_3p5,2,train,75963,75963,0,0.0,23,42007,33956,0.5529929044403197,0.4470070955596804,3.9445914458354725,1,15,1820,0.023959032686966024,0.5759148189421739,"{'left': 68166, 'right': 7797}"
city_95_delhi_3p5,2,val,18968,18968,0,0.0,23,10442,8526,0.5505061155630535,0.44949388443694643,6.2526360185575705,1,18,151,0.007960776043863348,0.403954944712376,"{'down': 13, 'left': 11171, 'right': 7695, 'up': 89}"
city_47_chicago_3p5,0,train,22442,22442,0,0.0,23,15284,7158,0.6810444701898226,0.31895552981017733,4.111843864183228,1,14,1232,0.05489706799750468,0.5125424766451102,"{'down': 1151, 'left': 14806, 'right': 6144, 'up': 341}"
city_47_chicago_3p5,0,val,5646,4101,1545,0.2736450584484591,23,3230,871,0.7876127773713728,0.21238722262862716,7.3474762253109,1,16,21,0.005120702267739576,0.36559481780689757,"{'down': 1667, 'left': 688, 'right': 608, 'up': 1138}"
city_47_chicago_3p5,0,train,22442,22442,0,0.0,23,15284,7158,0.6810444701898226,0.31895552981017733,4.111843864183228,1,14,1232,0.05489706799750468,0.5125424766451102,"{'down': 1151, 'left': 14806, 'right': 6144, 'up': 341}"
city_47_chicago_3p5,0,val,5646,4101,1545,0.2736450584484591,23,3230,871,0.7876127773713728,0.21238722262862716,7.3474762253109,1,16,21,0.005120702267739576,0.36559481780689757,"{'down': 1667, 'left': 688, 'right': 608, 'up': 1138}"
city_0_newyork_3p5_s,0,train,18282,18279,3,0.00016409583196586806,23,4554,13725,0.24913835548990645,0.7508616445100935,5.592592592592593,1,14,9,0.0004923682914820286,0.43813404310482207,"{'left': 15749, 'right': 2530}"
city_0_newyork_3p5_s,0,val,4531,3876,655,0.1445596998455087,23,928,2948,0.239422084623323,0.760577915376677,8.496130030959753,3,17,0,0.0,0.3133665365459685,"{'down': 2, 'left': 2001, 'right': 1870, 'up': 3}"
city_0_newyork_3p5_s,1,train,18538,18535,3,0.00016182975509763727,23,5556,12979,0.29975721607769085,0.7002427839223091,5.2203398974912325,1,13,28,0.0015106555165902346,0.4659199399490975,"{'left': 16005, 'right': 2530}"
city_0_newyork_3p5_s,1,val,4653,4096,557,0.11970771545239631,23,1185,2911,0.289306640625,0.710693359375,9.56103515625,3,17,0,0.0,0.2667926290760869,"{'down': 3, 'left': 2123, 'right': 1967, 'up': 3}"
city_0_newyork_3p5_s,2,train,18215,18213,2,0.00010979961570134505,23,5518,12695,0.30297040575413164,0.6970295942458683,5.258826113215835,1,13,107,0.005874924504474826,0.47059792455938065,"{'left': 15683, 'right': 2530}"
city_0_newyork_3p5_s,2,val,4576,3961,615,0.13439685314685315,23,1195,2766,0.30169149204746276,0.6983085079525372,9.765968189851048,3,17,0,0.0,0.27658803771555274,"{'left': 2045, 'right': 1912, 'up': 4}"
city_47_chicago_3p5,0,train,22442,22442,0,0.0,15,15284,7158,0.6810444701898226,0.31895552981017733,3.066126013724267,1,12,2328,0.10373407004723287,0.6043876065710128,"{'down': 9, 'left': 17462, 'right': 4971}"
city_47_chicago_3p5,0,val,5646,5204,442,0.07828551186680836,15,3714,1490,0.7136817832436587,0.2863182167563413,5.680822444273636,1,12,94,0.0180630284396618,0.41825518831667946,"{'down': 1551, 'left': 1598, 'right': 1199, 'up': 856}"
city_47_chicago_3p5,0,train,22442,22442,0,0.0,7,15284,7158,0.6810444701898226,0.31895552981017733,1.9466179484894395,1,7,7467,0.33272435611799306,0.7631036194889683,"{'left': 20118, 'right': 2324}"
city_47_chicago_3p5,0,val,5646,5646,0,0.0,7,3868,1778,0.6850867871059156,0.3149132128940843,3.2770102727594757,1,7,434,0.07686857952532766,0.543140529325439,"{'down': 508, 'left': 3373, 'right': 1613, 'up': 152}"
city_0_newyork_3p5_s,0,train,18282,18279,3,0.00016409583196586806,7,4554,13725,0.24913835548990645,0.7508616445100935,2.7328628480770285,1,7,2246,0.12287324251873735,0.631997686650567,"{'left': 17509, 'right': 770}"
city_0_newyork_3p5_s,0,val,4531,4531,0,0.0,7,1154,3377,0.2546899139262856,0.7453100860737144,3.7885676451114545,1,7,71,0.015669830059589496,0.4753602169183718,"{'left': 3761, 'right': 770}"
city_0_newyork_3p5_s,1,train,18538,18535,3,0.00016182975509763727,7,5556,12979,0.29975721607769085,0.7002427839223091,2.5888858915565147,1,7,2806,0.15138926355543567,0.6576669621180006,"{'left': 17765, 'right': 770}"
city_0_newyork_3p5_s,1,val,4653,4653,0,0.0,7,1377,3276,0.29593810444874274,0.7040618955512572,3.6604341285192348,1,7,51,0.01096067053513862,0.49052838414540534,"{'left': 3883, 'right': 770}"
city_0_newyork_3p5_s,2,train,18215,18213,2,0.00010979961570134505,7,5518,12695,0.30297040575413164,0.6970295942458683,2.5503761049799594,1,7,3018,0.16570581452808433,0.6616310170914025,"{'left': 17443, 'right': 770}"
city_0_newyork_3p5_s,2,val,4576,4575,1,0.00021853146853146853,7,1373,3202,0.30010928961748634,0.6998907103825137,3.616174863387978,1,7,135,0.029508196721311476,0.5053551912568306,"{'left': 3805, 'right': 770}"
city_1_losangeles_3p5,0,train,15924,15924,0,0.0,7,3320,12604,0.20849032906304948,0.7915096709369505,3.145880432052248,1,7,2132,0.1338859583019342,0.5879534933792657,"{'left': 14930, 'right': 994}"
city_1_losangeles_3p5,0,val,3987,3987,0,0.0,7,770,3217,0.19312766491096062,0.8068723350890393,4.083772259844495,1,7,148,0.03712064208678204,0.4674477767028557,"{'down': 11, 'left': 2993, 'right': 982, 'up': 1}"
city_1_losangeles_3p5,1,train,13955,13955,0,0.0,7,4695,9260,0.3364385524901469,0.6635614475098531,2.860981726979577,1,7,1860,0.13328556073092082,0.6205456313661258,"{'left': 12961, 'right': 994}"
city_1_losangeles_3p5,1,val,3448,3448,0,0.0,7,1103,2345,0.3198955916473318,0.6801044083526682,3.8839907192575405,1,7,149,0.043213457076566125,0.48458733841564466,"{'down': 63, 'left': 2460, 'right': 925}"
city_1_losangeles_3p5,2,train,14613,14613,0,0.0,7,1741,12872,0.11914049134332444,0.8808595086566756,3.1954424142886473,1,7,1510,0.10333264901115445,0.5709690979656078,"{'left': 13619, 'right': 994}"
city_1_losangeles_3p5,2,val,3664,3664,0,0.0,7,450,3214,0.12281659388646288,0.8771834061135371,4.057587336244541,1,7,65,0.017740174672489083,0.46440268247036803,"{'down': 51, 'left': 2671, 'right': 942}"
city_2_chicago_3p5,0,train,8362,8362,0,0.0,7,2903,5459,0.3471657498206171,0.6528342501793829,3.0532169337479074,1,7,946,0.11313082994498924,0.5919294768852291,"{'left': 7389, 'right': 973}"
city_2_chicago_3p5,0,val,2089,2058,31,0.014839636189564385,7,704,1354,0.34207968901846453,0.6579203109815355,3.74198250728863,1,7,108,0.052478134110787174,0.5034013605442177,"{'down': 275, 'left': 1154, 'right': 560, 'up': 69}"
city_2_chicago_3p5,1,train,6534,6534,0,0.0,7,3872,2662,0.5925925925925926,0.4074074074074074,2.8239975512702786,1,7,771,0.1179981634527089,0.607984607984608,"{'left': 5561, 'right': 973}"
city_2_chicago_3p5,1,val,1616,1582,34,0.02103960396039604,7,889,693,0.5619469026548672,0.43805309734513276,3.702275600505689,1,7,103,0.06510745891276865,0.5060502076936969,"{'down': 413, 'left': 826, 'right': 297, 'up': 46}"
city_2_chicago_3p5,2,train,5640,5640,0,0.0,7,1086,4554,0.1925531914893617,0.8074468085106383,2.3898936170212766,1,7,808,0.14326241134751774,0.6959219858156028,"{'down': 271, 'left': 4694, 'right': 675}"
city_2_chicago_3p5,2,val,1428,1336,92,0.06442577030812324,7,245,1091,0.18338323353293412,0.8166167664670658,2.534431137724551,1,7,123,0.09206586826347306,0.6761120615911035,"{'down': 173, 'left': 808, 'right': 290, 'up': 65}"
city_3_houston_3p5,0,train,15477,15477,0,0.0,7,4703,10774,0.30387025909413967,0.6961297409058603,2.6728048071331654,1,7,3691,0.23848291012470116,0.6546488337533114,"{'left': 14399, 'right': 1078}"
city_3_houston_3p5,0,val,3925,3924,1,0.00025477707006369424,7,1209,2715,0.3081039755351682,0.6918960244648318,3.7362385321100917,1,7,382,0.09734964322120285,0.5097204019222368,"{'down': 34, 'left': 2847, 'right': 1008, 'up': 35}"
city_3_houston_3p5,1,train,19150,19150,0,0.0,7,5227,13923,0.27295039164490864,0.7270496083550914,2.7810966057441253,1,7,3860,0.20156657963446475,0.6497948526669153,"{'left': 18072, 'right': 1078}"
city_3_houston_3p5,1,val,4808,4808,0,0.0,7,1269,3539,0.2639351081530782,0.7360648918469218,3.3908069883527454,1,7,460,0.0956738768718802,0.553719990492037,"{'down': 8, 'left': 3730, 'right': 1068, 'up': 2}"
city_3_houston_3p5,2,train,19719,19719,0,0.0,7,6725,12994,0.34104163497134743,0.6589583650286526,3.0345352198387343,1,7,2824,0.14321213043257772,0.5992117826896467,"{'left': 18641, 'right': 1078}"
city_3_houston_3p5,2,val,4917,4917,0,0.0,7,1648,3269,0.3351637177140533,0.6648362822859467,4.104738661785642,1,7,214,0.04352247305267439,0.4545164008251255,"{'down': 1, 'left': 3839, 'right': 1076, 'up': 1}"
city_4_phoenix_3p5,0,train,10761,10761,0,0.0,7,1784,8977,0.16578384908465757,0.8342161509153424,2.614255180745284,1,7,1506,0.13994981879007526,0.6462224700306662,"{'left': 9585, 'right': 1176}"
city_4_phoenix_3p5,0,val,2728,2725,3,0.0010997067448680353,7,443,2282,0.16256880733944953,0.8374311926605504,3.5864220183486237,1,7,89,0.0326605504587156,0.5042201834862384,"{'down': 110, 'left': 1596, 'right': 803, 'up': 216}"
city_4_phoenix_3p5,1,train,18359,18359,0,0.0,7,4552,13807,0.24794378778800588,0.7520562122119941,2.585380467345716,1,7,3802,0.20709188953646712,0.666881949686024,"{'left': 16973, 'right': 1386}"
city_4_phoenix_3p5,1,val,4570,4569,1,0.0002188183807439825,7,1099,3470,0.240534033705406,0.759465966294594,3.186036331801269,1,7,460,0.10067848544539286,0.5783072257136602,"{'down': 34, 'left': 3184, 'right': 1351}"
city_4_phoenix_3p5,2,train,19826,19826,0,0.0,7,10011,9815,0.504943004135983,0.49505699586401697,2.470190658730959,1,7,3122,0.1574699889034601,0.6684944733466875,"{'left': 18440, 'right': 1386}"
city_4_phoenix_3p5,2,val,4979,4979,0,0.0,7,2540,2439,0.5101425989154449,0.4898574010845551,3.652942357903193,1,7,162,0.032536653946575615,0.49462026224428307,"{'down': 48, 'left': 3596, 'right': 1335}"
city_5_philadelphia_3p5,0,train,9166,9166,0,0.0,7,2483,6683,0.27089242854025747,0.7291075714597425,2.9837442723107137,1,7,1582,0.17259437049967272,0.6126367631931673,"{'down': 48, 'left': 7493, 'right': 1624, 'up': 1}"
city_5_philadelphia_3p5,0,val,2305,2244,61,0.026464208242950107,7,645,1599,0.2874331550802139,0.7125668449197861,3.4897504456327986,1,7,118,0.05258467023172905,0.5380061115355232,"{'down': 576, 'left': 942, 'right': 534, 'up': 192}"
city_5_philadelphia_3p5,1,train,6764,6764,0,0.0,7,2427,4337,0.3588113542282673,0.6411886457717327,4.107776463630987,1,7,374,0.05529272619751626,0.4604629551406606,"{'down': 307, 'left': 5122, 'right': 1277, 'up': 58}"
city_5_philadelphia_3p5,1,val,1627,1442,185,0.11370620774431468,7,542,900,0.37586685159500693,0.624133148404993,4.581830790568655,1,7,9,0.0062413314840499305,0.3988508024569051,"{'down': 373, 'left': 518, 'right': 308, 'up': 243}"
city_5_philadelphia_3p5,2,train,9863,9863,0,0.0,7,2205,7658,0.22356281050390348,0.7764371894960965,2.8052316739328806,1,7,1363,0.1381932474906215,0.6344346113179125,"{'down': 347, 'left': 8218, 'right': 1298}"
city_5_philadelphia_3p5,2,val,2418,2373,45,0.018610421836228287,7,520,1853,0.21913190054782974,0.7808680994521703,3.2680151706700378,1,7,149,0.06278971765697429,0.5616759978327613,"{'down': 438, 'left': 1165, 'right': 660, 'up': 110}"
city_6_miami_3p5,0,train,21668,21668,0,0.0,7,5400,16268,0.24921543289643713,0.7507845671035629,3.153959756322688,1,7,2318,0.10697803212110024,0.5843112951290909,"{'left': 20275, 'right': 1393}"
city_6_miami_3p5,0,val,5393,5393,0,0.0,7,1339,4054,0.2482848136473206,0.7517151863526794,4.073057667346561,1,7,71,0.013165214166512146,0.45471643135281176,"{'down': 14, 'left': 4000, 'right': 1359, 'up': 20}"
city_6_miami_3p5,1,train,22076,22076,0,0.0,7,4400,17676,0.19931146946910672,0.8006885305308933,2.950761007428882,1,7,3009,0.13630186628012322,0.6126562783112883,"{'left': 20683, 'right': 1393}"
city_6_miami_3p5,1,val,5563,5563,0,0.0,7,1082,4481,0.19449937084307029,0.8055006291569297,3.5513212295524,1,7,179,0.03217688297681107,0.5159600421149944,"{'down': 5, 'left': 4170, 'right': 1369, 'up': 19}"
city_6_miami_3p5,2,train,22075,22075,0,0.0,7,4271,17804,0.19347678369195923,0.8065232163080408,2.8469762174405435,1,7,3534,0.16009060022650057,0.6279825270991749,"{'left': 20682, 'right': 1393}"
city_6_miami_3p5,2,val,5531,5531,0,0.0,7,1082,4449,0.1956246610016272,0.8043753389983728,3.640752124389803,1,7,164,0.02965105767492316,0.5085879587777978,"{'down': 6, 'left': 4138, 'right': 1384, 'up': 3}"
city_7_sandiego_3p5,0,train,18141,18141,0,0.0,7,7002,11139,0.3859765172812965,0.6140234827187034,2.6367344688826417,1,7,4152,0.22887382172978335,0.6688794916015025,"{'left': 16909, 'right': 1232}"
city_7_sandiego_3p5,0,val,4492,4492,0,0.0,7,1735,2757,0.3862422083704363,0.6137577916295637,3.4260908281389137,1,7,324,0.07212822796081923,0.5458911080015265,"{'down': 55, 'left': 3264, 'right': 1143, 'up': 30}"
city_7_sandiego_3p5,1,train,18678,18678,0,0.0,7,4430,14248,0.23717742799014885,0.7628225720098512,2.83852660884463,1,7,3489,0.18679730163829103,0.635239318984902,"{'left': 17446, 'right': 1232}"
city_7_sandiego_3p5,1,val,4653,4653,0,0.0,7,1112,3541,0.23898560068772834,0.7610143993122717,3.723404255319149,1,7,252,0.05415860735009671,0.5050198028921433,"{'down': 43, 'left': 3424, 'right': 1141, 'up': 45}"
city_7_sandiego_3p5,2,train,17535,17535,0,0.0,7,7228,10307,0.4122041631023667,0.5877958368976333,2.997832905617337,1,7,3147,0.17946963216424294,0.6167664670658681,"{'left': 16303, 'right': 1232}"
city_7_sandiego_3p5,2,val,4440,4440,0,0.0,7,1879,2561,0.4231981981981982,0.5768018018018019,3.9265765765765765,1,7,221,0.04977477477477477,0.49198841698841683,"{'down': 98, 'left': 3216, 'right': 1112, 'up': 14}"
city_8_dallas_3p5,0,train,22968,22968,0,0.0,7,5461,17507,0.23776558690351793,0.7622344130964821,2.364289446185998,1,7,7396,0.3220132358063393,0.7225705329153606,"{'left': 21519, 'right': 1449}"
city_8_dallas_3p5,0,val,5811,5811,0,0.0,7,1416,4395,0.24367578729994838,0.7563242127000517,2.9819308208569955,1,7,1154,0.19858888315264153,0.6235218919782677,"{'down': 176, 'left': 4382, 'right': 1252, 'up': 1}"
city_8_dallas_3p5,1,train,24593,24593,0,0.0,7,5571,19022,0.22652787378522343,0.7734721262147766,3.240434269914203,1,7,3147,0.12796324157280528,0.5796422907796062,"{'left': 23144, 'right': 1449}"
city_8_dallas_3p5,1,val,6228,6228,0,0.0,7,1347,4881,0.21628131021194605,0.7837186897880539,3.9047848426461145,1,7,256,0.04110468850353243,0.4865125240847784,"{'down': 45, 'left': 4779, 'right': 1376, 'up': 28}"
city_8_dallas_3p5,2,train,26200,26200,0,0.0,7,5878,20322,0.22435114503816794,0.7756488549618321,3.0427480916030536,1,7,4393,0.16767175572519083,0.6102399127589968,"{'left': 24751, 'right': 1449}"
city_8_dallas_3p5,2,val,6551,6551,0,0.0,7,1470,5081,0.22439322240879256,0.7756067775912074,3.659746603571974,1,7,462,0.07052358418562052,0.5202477266284318,"{'down': 37, 'left': 5102, 'right': 1396, 'up': 16}"
city_9_sanfrancisco_3p5,0,train,16134,16134,0,0.0,7,3930,12204,0.24358497582744515,0.7564150241725549,2.897669517788521,1,7,1923,0.11918928969877278,0.6062972604437833,"{'left': 14762, 'right': 1372}"
city_9_sanfrancisco_3p5,0,val,4108,4106,2,0.0004868549172346641,7,1009,3097,0.24573794447150513,0.7542620555284949,3.9943984413054068,1,7,84,0.020457866536775452,0.4665298169925544,"{'down': 56, 'left': 2737, 'right': 1261, 'up': 52}"
city_9_sanfrancisco_3p5,1,train,16058,16058,0,0.0,7,5363,10695,0.333976833976834,0.666023166023166,3.2928758251338897,1,7,1396,0.08693486112840952,0.5552639538814653,"{'left': 14686, 'right': 1372}"
city_9_sanfrancisco_3p5,1,val,3913,3909,4,0.0010222335803731152,7,1305,2604,0.3338449731389102,0.6661550268610897,4.091327705295472,1,7,75,0.01918649270913277,0.45104703431641263,"{'down': 87, 'left': 2543, 'right': 1217, 'up': 62}"
city_9_sanfrancisco_3p5,2,train,17185,17185,0,0.0,7,4070,13115,0.23683444864707595,0.7631655513529241,2.926389292988071,1,7,3140,0.18271748617980796,0.6256536015628248,"{'left': 15813, 'right': 1372}"
city_9_sanfrancisco_3p5,2,val,4277,4275,2,0.00046761748889408465,7,952,3323,0.22269005847953216,0.7773099415204678,3.6692397660818714,1,7,175,0.04093567251461988,0.5044945697577277,"{'down': 36, 'left': 2909, 'right': 1280, 'up': 50}"
city_10_austin_3p5,0,train,21367,21367,0,0.0,7,7104,14263,0.3324753123976225,0.6675246876023775,3.103009313427248,1,7,2883,0.13492769223569054,0.5893199794074976,"{'left': 19582, 'right': 1785}"
city_10_austin_3p5,0,val,5313,5313,0,0.0,7,1698,3615,0.31959345002823264,0.6804065499717674,3.9657444005270093,1,7,151,0.028420854507811028,0.4668333736656717,"{'down': 20, 'left': 3529, 'right': 1739, 'up': 25}"
city_10_austin_3p5,1,train,21190,21190,0,0.0,7,10544,10646,0.4975932043416706,0.5024067956583294,3.075884851344974,1,7,2025,0.09556394525719679,0.5831187217690285,"{'left': 19405, 'right': 1785}"
city_10_austin_3p5,1,val,5266,5266,0,0.0,7,2627,2639,0.49886061526775544,0.5011393847322446,4.161412837067983,1,7,94,0.01785036080516521,0.43608594216266067,"{'down': 25, 'left': 3481, 'right': 1714, 'up': 46}"
city_10_austin_3p5,2,train,20651,20651,0,0.0,7,6250,14401,0.30264878214130064,0.6973512178586994,3.2495278678998596,1,7,3025,0.1464820105563895,0.5778481844531915,"{'left': 18866, 'right': 1785}"
city_10_austin_3p5,2,val,5155,5155,0,0.0,7,1610,3545,0.3123181377303589,0.6876818622696411,4.1220174587778855,1,7,115,0.02230843840931135,0.44932797561313553,"{'down': 41, 'left': 3370, 'right': 1730, 'up': 14}"
city_11_santaclara_3p5,0,train,20724,20724,0,0.0,7,8851,11873,0.42708936498745415,0.5729106350125458,2.582368268674001,1,7,5173,0.24961397413626712,0.6834312184630654,"{'left': 19905, 'right': 819}"
